appid,title,price_usd,is_free,coming_soon,early_access,release_date,genres,categories,review_count,dlc_count,required_age,windows,mac,linux,supported_languages,achievements,developer,publisher,short_desc,review_polarization,success,owners_estimate
297660,Super Rad Raygun,0.0,False,False,False,"Nov 8, 2016",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards;Family Sharing,66,1,0.0,True,True,True,1,25,TRU FUN Entertainment,,"It is the year 198X. Big hair is hot, and the war with the Soviets is colder than a refreshing glass of New Coke. RAD RAYGUN must travel the world fighting communist robots, and save the 1980′s by shooting his way through the decade in a totally fresh, expanded version of the original XBLIG game.",0.2238805970149253,0,"0 .. 20,000"
299050,Blood II: The Chosen + Expansion,4.99,False,False,False,"Jul 14, 2014",Action;Adventure,Single-player;Family Sharing,614,0,17.0,True,False,False,1,0,Monolith Productions,Atari,Includes original Blood II: The Chosen and add-on package The Nightmare LevelsAn immersive atmosphere full of dark humor and exciting actionFour playable characters and wide variety of weapons,0.9577235772357724,0,"50,000 .. 100,000"
209160,Call of Duty®: Ghosts,19.79,False,False,False,"Mar 25, 2014",Action,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards;Remote Play on TV;Family Sharing,30913,51,17.0,True,False,False,5,40,Infinity Ward,Activision,"Outnumbered and outgunned, but not outmatched.Call of Duty®: Ghosts is an extraordinary step forward for one of the largest entertainment franchises of all-time. This new chapter in the Call of Duty® franchise features a new dynamic where players are on the side of a crippled nation fighting not for freedom, or liberty, but simply to...",0.711425244225917,0,"1,000,000 .. 2,000,000"
1284210,Guild Wars 2®,0.0,True,False,False,"Aug 23, 2022",Adventure;Massively Multiplayer;RPG;Free To Play,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;In-App Purchases,21543,6,0.0,True,False,False,4,0,ArenaNet®,ArenaNet®,"Guild Wars 2 is an award-winning online roleplaying game with fast-paced action combat, deep character customization, and no subscription fee required. Choose from an arsenal of professions and weapons, explore a vast open world, compete in PVP modes and more. Join over 16 million players now!",0.222103601930932,1,"2,000,000 .. 5,000,000"
1525660,Sunblaze,14.99,False,False,False,"Jun 3, 2021",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Captions available;Family Sharing,408,1,0.0,True,True,True,11,33,Games From Earth,Bonus Stage Publishing,"Sunblaze is a brain-twisting precision platformer with hundreds of challenging, handcrafted levels to keep you dying for hours and hours.",0.1784841075794621,1,"0 .. 20,000"
1003590,Tetris® Effect: Connected,19.99,False,False,False,"Aug 17, 2021",Casual;Indie,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Tracked Controller Support;VR Supported;Steam Cloud;Steam Leaderboards;Remote Play Together;Family Sharing,7932,2,0.0,True,False,False,10,43,Monstars Inc.,Enhance,"Tetris® Effect: Connected adds an all-new robust multiplayer expansion to the huge variety of addictive and innovative single-player modes that Tetris Effect is known for, with all-new co-op and competitive online and local multiplayer modes!",0.1019790747510399,1,"500,000 .. 1,000,000"
4520,Full Spectrum Warrior,9.99,False,False,False,"Jul 17, 2007",Action;Strategy,Single-player;Multi-player;Co-op;Family Sharing,299,0,0.0,True,False,False,6,0,Pandemic Studios,THQ Nordic,"The U.S. Army is the most powerful ground force in the entire world. The backbone of a ground invasion is the U.S. Army Infantry, and in the midst of combat, their skills, courage, and teamwork are put to the test. While readiness continues to be the U.S. Army's top priority, how it goes about its business is changing.",0.5700000000000001,0,"100,000 .. 200,000"
369990,"Gremlins, Inc.",19.99,False,False,False,"Mar 10, 2016",Indie;Strategy,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Family Sharing,8389,8,0.0,True,True,True,13,100,Charlie Oscar Lima Tango Interactive Entertainment,Small Fish Big Dreams,"This is an intense strategy board game in a steampunk world of corrupt capitalist gremlins who compete for money, political power and prestige. Save and invest, steal and extort, arrest and get arrested – in single-player and multiplayer, with ranks and ladders, team mode and spectator mode.",0.3157330154946365,0,"500,000 .. 1,000,000"
503620,Fictorum,9.99,False,False,False,"Aug 9, 2017",Action;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Family Sharing,1132,1,0.0,True,False,False,1,67,Scraping Bottom Games,Scraping Bottom Games,"Fictorum is an action RPG featuring destructible environments, a procedural node-based world map, and dynamic magic shaping.",0.4298323036187114,0,"100,000 .. 200,000"
543100,Beat The Game,2.49,False,False,False,"Sep 7, 2017",Adventure;Indie,Single-player;Partial Controller Support;Family Sharing,184,0,0.0,True,True,True,2,0,Worm Animation,Worm Animation,Beat the Game is an adventure game where you find your way with sounds. Sounds you find introduce cinematic cutscenes as the story unfolds. You can create new combinations on your holographic music mixer throughout the game. In the end you perform a live show with all the sounds you find.,0.6108108108108108,0,"20,000 .. 50,000"
1146370,Master of Magic Classic,5.99,False,False,False,"Feb 25, 2020",Strategy,Single-player;Family Sharing,692,2,0.0,True,False,False,1,0,SimTex,Slitherine Ltd.,"Master of Magic is a classic, one of the most popular strategy games of the 90s. It is a 4X fantasy strategy game that allows you to play as an extremely powerful wizard, leading your troops and overcoming your magical opponents.",0.0591630591630591,1,"50,000 .. 100,000"
1079830,Cris Tales,39.99,False,False,False,"Jul 20, 2021",Action;Adventure;RPG,Single-player;Partial Controller Support;Family Sharing,495,1,0.0,True,False,False,12,46,Dreams Uncorporated,Maximum Entertainment,"Cris Tales is a gorgeous, indie love letter to classic JRPGs with a new perspective. Peer into the past, act in the present, and watch as your choices dynamically change the future -- all on one screen as you play!",0.6955645161290323,0,"20,000 .. 50,000"
473690,Absolver,29.99,False,False,False,"Aug 29, 2017",Action;Adventure;Indie,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Remote Play on TV;Family Sharing,14536,2,0.0,True,False,False,9,22,Sloclap,Devolver Digital,"Absolver is an online multiplayer combat game where players are placed behind the mask of a Prospect under control of the Guides, the new rulers of the fallen Adal Empire, who will determine your worth in joining their elite corps of Absolvers.",0.5557542821765151,0,"500,000 .. 1,000,000"
57700,Who's That Flying?!,5.99,False,False,False,"Jan 31, 2011",Action;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Family Sharing,168,0,0.0,True,False,False,1,12,Mediatonic,Kalypso Media Digital,As the mysterious and powerful &quot;Guardian of Earth&quot; your steely eye and HYPER-POWERED LASER ARM have kept the citizens of Earth safe for generations.,0.6213017751479291,0,"20,000 .. 50,000"
2820,X3: Terran Conflict,15.99,False,False,False,"Oct 16, 2008",Action;Simulation;Strategy,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Family Sharing,2791,5,0.0,True,True,True,11,33,Egosoft,Egosoft,"It is the year 2938. The long wished-for encounter of the X Universe and the Earth holds both joy and sorrow for the people. Despite flourishing trade, the clash of the diverse races, cultures and life forms creates new tensions, mistrust and open conflict that need to be overcome!",0.292621776504298,0,"500,000 .. 1,000,000"
780310,The Riftbreaker,29.99,False,False,False,"Oct 14, 2021",Action;Adventure;Indie;RPG;Simulation;Strategy,Single-player;Multi-player;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Save Anytime;Stereo Sound;Surround Sound;Steam Cloud;Includes level editor;Remote Play on TV;Family Sharing,18005,4,0.0,True,False,False,10,54,EXOR Studios,EXOR Studios,"The Riftbreaker is a solo or Co-op base-building, survival game with Action-RPG elements for up to 4 players. Hack &amp; slash countless hordes of enemies. Build up your base, craft powerful weapons and research new inventions to survive.",0.1955459291347329,1,"1,000,000 .. 2,000,000"
1205450,Turnip Boy Commits Tax Evasion,14.99,False,False,False,"Apr 22, 2021",Action;Adventure;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,12829,0,0.0,True,True,True,9,37,Snoozy Kazoo,Graffiti Games,"Play as an adorable yet trouble-making turnip. Avoid paying taxes, solve plantastic puzzles, harvest crops and battle massive beasts all in a journey to tear down a corrupt vegetable government!",0.1049883086515978,1,"200,000 .. 500,000"
1123450,Chicory: A Colorful Tale,19.99,False,False,False,"Jun 10, 2021",Adventure;Indie;RPG,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Remote Play Together;Family Sharing,3420,2,0.0,True,True,False,11,33,Wishes Ultd.,Finji,"A top-down adventure game in a coloring book world full of vibrant characters. Use painting powers to explore, solve puzzles, make friends, and draw on anything! From creators on Wandersong + Celeste.",0.0453083893598362,1,"200,000 .. 500,000"
25900,King's Bounty: The Legend,6.99,False,False,False,"May 1, 2009",RPG;Strategy,Single-player;Steam Achievements;Steam Cloud;Family Sharing,3317,0,0.0,True,True,False,10,62,Fulqrum Publishing,Fulqrum Publishing,"King’s Bounty: The Legend is a fan-favorite classic fantasy adventure and an early entry into the modern King’s Bounty era, built around tough battles, smart decisions, and turn-based tactics.",0.1835443037974683,1,"200,000 .. 500,000"
6370,Bloodline Champions,0.0,True,False,False,"Oct 28, 2011",Action;Free To Play;Massively Multiplayer,Single-player;Multi-player;MMO,1702,3,0.0,True,False,False,4,0,Stunlock Studios,Stunlock Studios,"Bloodline Champions is a Free-to-Play online PvP Arena game where players engage in short, intense battles of up to ten players divided into two teams. Each player takes control over one of several bloodlines, each with their own unique weapons and abilities. Easy to learn, challenging to master.",0.290663534938344,1,"500,000 .. 1,000,000"
505740,Eximius: Seize the Frontline,19.99,False,False,False,"Mar 16, 2021",Action;Strategy,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Family Sharing,719,5,0.0,True,False,False,6,18,Ammobox Studios,Ammobox Studios,EXIMIUS is a FPS/RTS hybrid that focuses on squad-based combat. The game features an intense 5v5 multiplayer experience with each team comprising of 4 Squad Officers and one Commander.,0.5236111111111111,0,"20,000 .. 50,000"
838380,DEAD OR ALIVE 6,59.99,False,False,False,"Feb 28, 2019",Action,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Steam Achievements;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together;Family Sharing,9315,461,0.0,True,False,False,10,36,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","DEAD OR ALIVE 6 is fast-paced 3D fighting game, produced by Koei Tecmo Games, featuring stunning graphics and multi-tiered stages that create a truly entertaining competitive experience.",0.5024688707599828,0,"500,000 .. 1,000,000"
1390410,Midnight Fight Express,19.99,False,False,False,"Aug 23, 2022",Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards;Family Sharing,2312,1,0.0,True,False,False,9,40,Jacob Dzwinel,Balor Games,A former member of the criminal underworld is lured back into “the life” by a mysterious drone claiming they have until sunrise to prevent a citywide criminal takeover together.,0.2166018158236057,1,"100,000 .. 200,000"
1600,Dangerous Waters,14.99,False,False,False,"Feb 7, 2006",Strategy,Single-player;Multi-player;Family Sharing,374,0,0.0,True,False,False,1,0,Sonalysts,Strategy First,"S.C.S. - Dangerous Waters allows you total control over multiple air, surface, and submarine platforms in a modern-day naval environment. Take direct control of individual crew stations and also plan and execute combined arms naval strategies from a top-down 'Commanders Eye' perspective.",0.4346666666666666,0,"100,000 .. 200,000"
211420,DARK SOULS™: Prepare To Die™ Edition,0.0,False,False,False,"Aug 24, 2012",Action;RPG,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Family Sharing,78137,0,17.0,True,False,False,10,41,"FromSoftware, Inc.",Bandai Namco Entertainment,Dark Souls will be the most deeply challenging game you play this year. Can you live through a million deaths and earn your legacy?,0.1705316235378433,1,"1,000,000 .. 2,000,000"
898890,Endling - Extinction is Forever,29.99,False,False,False,"Jul 19, 2022",Adventure;Indie;Simulation,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,2685,2,0.0,True,False,False,28,28,Herobeat Studios,HandyGames,"As the last mother fox on Earth, your cubs need all your care to survive in a merciless world that slowly destroys itself. You have to help them, teach them and save them. And you should never forget that extinction is forever – in the real world and in this 2023 BAFTA award winning experience.",0.095681310498883,1,"50,000 .. 100,000"
312370,"Warhammer 40,000: Armageddon (Classic)",19.99,False,False,False,"Nov 26, 2014",Strategy,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Includes level editor;Family Sharing,1013,7,0.0,True,False,False,5,0,Flashback Games,Slitherine Ltd.,"In this hex-based, turn-based strategy game, players will lead the Imperial forces of the Armageddon Steel Legion and Space Marines from a variety of Chapters against the Ork invasion through over 30 scenarios, on the hostile terrain of the planet and its gigantic Hive Cities.",0.3678500986193294,0,"50,000 .. 100,000"
105800,PixelJunk™ Eden,9.99,False,False,False,"Feb 2, 2012",Action;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing,781,1,0.0,True,False,False,10,61,Q-Games Ltd.,Q-Games Ltd.,"Swing, climb, and jump your way through massive “gardens” of vibrant other-worldly plant-life in this truly organic platformer.",0.4181585677749361,0,"200,000 .. 500,000"
1466860,Age of Empires IV: Anniversary Edition,39.99,False,False,False,"Oct 28, 2021",Strategy,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Family Sharing,80870,7,0.0,True,False,False,26,175,World's Edge,Xbox Game Studios,"Celebrating its first year of delighting millions of global players, the award-winning and best-selling strategy franchise continues with Age of Empires IV: Anniversary Edition, putting you at the center of even more epic historical battles that shaped the world.",0.2797418110323849,1,"2,000,000 .. 5,000,000"
1024850,Flow Weaver,19.99,False,False,False,"May 3, 2021",Adventure;Indie,Single-player;Tracked Controller Support;VR Only;Family Sharing,5,0,0.0,True,False,False,2,0,Games by Stitch,Canada Media Fund,"You are trapped. Bound by magic by unknown captors. But you are a Flow Weaver and can move between dimensions. Travel amongst them, learn new spells, and uncover the secrets of this strange world to orchestrate your escape.",0.5,0,"0 .. 20,000"
1399700,Kapital: Sparks of Revolution,19.99,False,False,False,"Apr 28, 2022",Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Cloud;Family Sharing,229,1,0.0,True,True,True,4,46,Lapovich Team,Fulqrum Publishing,Sandbox economic simulation game about class struggle. European country is in a deep crisis. You are the mayor of the capital. Social unrest is inevitable. What price will you pay to save your people from anarchy?,0.7869565217391304,0,"20,000 .. 50,000"
525620,Octogeddon,8.88,False,False,False,"Feb 8, 2018",Action;Casual;Indie;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,1141,1,0.0,True,False,False,3,10,All Yes Good,All Yes Good,"You ARE Octogeddon, a massive mutant octopus with one mission: DESTROY the world! Grow more tentacles and evolve each of them into deadlier and deadlier weapons until you become the ultimate eight-legged killing machine!",0.1637478108581436,1,"100,000 .. 200,000"
26300,Drug Wars,4.99,False,False,False,"Mar 17, 2009",Action;Indie,Single-player;Multi-player;Family Sharing,45,0,17.0,True,False,False,1,1,Paleo Entertainment,Paleo Entertainment,"Drug Wars is a gritty, gory romp through a futuristic New York City, circa 3100, where severe global warming conditions have resulted in a harsh divide between upper-class Brooklyn gang bosses and a booming population of engineered Neanderthal bottom-dwellers.",0.6304347826086957,0,"0 .. 20,000"
12830,Operation Flashpoint: Dragon Rising,0.0,False,False,False,"Oct 6, 2009",Action,Single-player;Partial Controller Support;Family Sharing,2427,0,17.0,True,False,False,5,0,Codemasters,Codemasters,Operation Flashpoint: Dragon Rising is a game about a fictitious conflict on one of the Sakhalin islands.,0.6190280065897859,0,"500,000 .. 1,000,000"
25850,Elven Legacy,4.99,False,False,False,"Apr 7, 2009",RPG;Strategy,Single-player;Multi-player;Steam Cloud;Includes level editor;Family Sharing,182,0,0.0,True,False,False,2,0,1C:InoCo,Fulqrum Publishing,This sequel to Fantasy Wars continues its story after banishing the archdemon. The shadows of destruction begin to loom on the horizon once a human mage uncovers a dark and powerful secret dating back to the remote past of the Elven race.,0.5191256830601093,0,"50,000 .. 100,000"
373720,Ryzom,0.0,True,False,False,"May 6, 2016",Action;Adventure;Indie;Massively Multiplayer;RPG;Free To Play,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer,502,0,0.0,True,True,True,5,0,Winch Gate Property Limited,Winch Gate Property Limited,Enter a unique science fantasy MMORPG and dive into a unique organic living world !,0.5904572564612326,0,"200,000 .. 500,000"
218620,PAYDAY 2,4.99,False,False,False,"Aug 13, 2013",Action;RPG,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Tracked Controller Support;VR Supported;Steam Trading Cards;In-App Purchases;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Stereo Sound;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,663082,81,18.0,True,False,True,12,1328,OVERKILL - a Starbreeze Studio.,Starbreeze Entertainment,"PAYDAY 2 is an action-packed, four-player co-op shooter that once again lets gamers don the masks of the original PAYDAY crew - Dallas, Hoxton, Wolf and Chains - as they descend on Washington DC for an epic crime spree.",0.2073812780602126,1,"20,000,000 .. 50,000,000"
850320,PHOGS!,24.99,False,False,False,"Dec 3, 2020",Adventure;Casual;Indie,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play Together;Family Sharing,1081,1,0.0,True,False,False,7,30,Bit Loom Games,Coatsink,"In PHOGS! you play as a duo of dogs on a captivating, puzzle-filled adventure. Linked by a stretchy belly, you’ll need to bark, bite and bounce your way through obstacles set across the themed worlds of Food, Sleep and Play, in co-op or single-player.",0.3613678373382625,0,"20,000 .. 50,000"
968550,Tinytopia,9.99,False,False,False,"Aug 30, 2021",Casual;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,297,1,0.0,True,True,True,9,66,MeNic Games,Mastiff,Construct charming toy towns and cities atop tiny terrain. Combine building blocks to create new megastructures. Test your skills in the physics-based Challenge stages or simply unwind and obliterate everything with an array of cute catastrophes!,0.325503355704698,0,"20,000 .. 50,000"
20530,Red Faction,1.99,False,False,False,"Aug 5, 2009",Action,Single-player;Multi-player;Steam Cloud;Family Sharing,2780,0,0.0,True,False,False,1,0,Volition,Deep Silver,"JOIN THE REVOLUTION! Lured to Mars by the Ultor Corporation's promise of a better life, thousands have come to seek their fortune and work for the massive mining company. But all is not as it seems. A deadly plague is sweeping through the barracks, and miners suffer daily abuse at the hands of the Ultor guards.",0.2707659115426105,1,"500,000 .. 1,000,000"
200510,XCOM: Enemy Unknown,14.99,False,False,False,"Oct 8, 2012",Strategy,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,56414,3,17.0,True,False,True,10,85,Firaxis Games,2K,The XCOM: Enemy Unknown - Slingshot Pack is Now Available!,0.1310821590002658,1,"2,000,000 .. 5,000,000"
695330,SEASON: A letter to the future,24.99,False,False,False,"Jan 31, 2023",Adventure;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,1863,1,0.0,True,False,False,8,16,Scavengers Studio,Scavengers Studio,"Leave home for the first time to collect memories before a mysterious cataclysm washes everything away. Ride, record, meet people, and unravel the strange world around you in this third-person meditative exploration game.",0.1335836909871244,1,"100,000 .. 200,000"
1330470,F.I.S.T.: Forged In Shadow Torch,15.99,False,False,False,"Oct 2, 2021",Action;Adventure;Indie;RPG;Simulation;Sports,Single-player;Steam Achievements;Full controller support;Family Sharing,6503,1,0.0,True,False,False,9,43,TiGames,Astrolabe Games,"F.I.S.T.: Forged In Shadow Torch is a Metroidvania action game featuring exploration, intense combat and challenging platforming.",0.2470787207872078,1,"500,000 .. 1,000,000"
233310,Avadon 2: The Corruption,9.99,False,False,False,"Oct 30, 2013",Indie;RPG;Strategy,Single-player;Steam Achievements;Family Sharing,197,0,0.0,True,True,False,1,30,Spiderweb Software,Spiderweb Software,"Avadon 2: The Corruption is a huge, indie fantasy role-playing adventure, the second chapter in the epic Avadon trilogy. You will serve the keep of Avadon, working as a spy and warrior to fight the enemies of your homeland. As a servant of the Black Fortress, your word is law.",0.3787878787878788,1,"100,000 .. 200,000"
357340,Cobalt,14.99,False,False,False,"Feb 2, 2016",Action;Adventure;Indie,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor;Remote Play on TV;Remote Play Together;Family Sharing,690,0,0.0,True,False,False,5,84,Oxeye Game Studio,Mojang,"Forget everything you’ve learned about combat. Cobalt’s slo-mo mechanic lets you perform moves that other games can’t comprehend. Discover the secrets of a distant colony in a cosmic campaign, take on challenges and rule the leaderboards, or face off against others in local and online multiplayer.",0.154848046309696,0,"20,000 .. 50,000"
553640,ICEY,10.99,False,False,False,"Nov 17, 2016",Action;Adventure;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Family Sharing,26926,2,0.0,True,True,False,6,34,FantaBlade Network,XD,"ICEY is a 2D side-scrolling action game and a META game in disguise. As you follow the narrator's omnipresent voice, you will see through ICEY's eyes and learn the truth about her world. The narrator will constantly urge you in one direction, but you must ask, &quot;Why? Why am I following his directions?“ Obey? Rebel?",0.1953058268652282,1,"1,000,000 .. 2,000,000"
237990,The Banner Saga,24.99,False,False,False,"Jan 14, 2014",Indie;RPG;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor;Remote Play on Tablet;Remote Play on TV;Family Sharing,15523,2,0.0,True,True,False,12,39,Stoic,Stoic Studio,Live through an epic role-playing Viking saga where your strategic choices directly affect your personal journey. Make allies as you travel with your caravan across this stunning yet harsh landscape. Carefully choose those who will help fight a new threat that jeopardizes an entire civilization.,0.2204972945117237,1,"500,000 .. 1,000,000"
756800,Contraband Police,29.99,False,False,False,"Mar 8, 2023",Action;Adventure;Simulation,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Family Sharing,20479,1,0.0,True,False,False,18,93,Crazy Rocks,PlayWay S.A.,"Take over the duties of a border guard inspector in a communist country of the 80's. Smuggling, corruption and forgery are the order of the day here. Be vigilant and earn the respect of your superiors.",0.1021972656249999,1,"500,000 .. 1,000,000"
942970,Unheard - Voices of Crime,6.99,False,False,False,"Mar 28, 2019",Indie;RPG;Simulation,Single-player;Steam Cloud;Family Sharing,31309,3,0.0,True,True,False,4,12,NEXT Studios,NEXT Studios,What if you could hear every word spoken at the scene of a crime? “Acoustic Detectives” wanted for testing our new device! Return aurally to crime scenes and use the voices you hear to identify potential suspects and solve the mysteries. What is it that’s connecting these seemingly unrelated cases?,0.0756627275630789,1,"1,000,000 .. 2,000,000"
695100,Smoke and Sacrifice,2.99,False,False,False,"May 31, 2018",Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Custom Volume Controls;Keyboard Only Option;Mouse Only Option;Save Anytime;Steam Cloud;Remote Play on TV;Family Sharing,486,1,0.0,True,False,False,10,32,Solar Sail Games Ltd,Curve Games,"Smoke and Sacrifice sees Sachi, a mother forced to give up her son, adventure into a grotesque underworld on a quest that will lead her to a darker truth.",0.4948665297741272,0,"50,000 .. 100,000"
2545220,Tormenture,14.99,False,False,False,"Oct 21, 2024",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,167,1,0.0,True,False,False,6,44,Croxel Studios,Billete Cohete,"Tormenture is a psychological horror game where you play as a child trapped in a cursed 8-bit game with a dark secret. To survive, you must find four relics and solve reality-blurring puzzles. But beware—some creatures may escape the game and haunt you in the real world. A game within a game.",0.2559523809523809,1,"0 .. 20,000"
274520,Darkwood,14.99,False,False,False,"Aug 17, 2017",Action;Adventure;RPG;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,21618,2,0.0,True,True,True,11,15,Acid Wizard Studio,Hooded Horse,"Darkwood - a new perspective on survival horror. Scavenge and explore a rich, ever-changing free-roam world by day, then hunker down in your hideout and pray for the morning light.",0.1007909709052222,1,"1,000,000 .. 2,000,000"
795760,UPPERS,14.99,False,False,False,"Oct 21, 2020",Action,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,157,0,0.0,True,False,False,6,36,Bullets,Marvelous,"UPPERS is an over-the-top brawler that puts you in control of numerous fighters, including bonus character Daidoji-senpai of the SENRAN KAGURA series. Follow their journey through seven varied Acts across multiple difficulty levels and a multitude of locations!",0.4240506329113924,0,"0 .. 20,000"
243220,FRACT OSC,14.99,False,False,False,"Apr 22, 2014",Adventure;Casual;Indie,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Family Sharing,601,0,0.0,True,True,False,1,18,Phosfiend Systems,Phosfiend Systems,FRACT is a musical exploration game. You arrive in a forgotten place and explore the vast and unfamiliar landscape to discover the secrets of a world built on sound. You rebuild its machinery by solving puzzles and bring the world back to life by shaping sound and creating music in the game.,0.2740863787375415,0,"50,000 .. 100,000"
40350,Lost Horizon,1.49,False,False,False,"Sep 24, 2010",Adventure,Single-player;Family Sharing,505,0,0.0,True,False,False,5,0,Animation Arts,Ravenscourt,"1936: Soldiers of the Third Reich roam the world seeking occult weapons for their insane plans of conquest. When Fenton Paddock, a former British soldier and hapless smuggler, is asked to look for his friend Richard, who went missing in Tibet, he has no idea that this search will lead him across three continents to a secret that could...",0.1719367588932806,1,"50,000 .. 100,000"
2187220,Apollo Justice: Ace Attorney Trilogy,49.99,False,False,False,"Jan 24, 2024",Adventure,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,3272,0,0.0,True,False,False,7,32,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Join rookie attorney Apollo Justice and his mentor, the legendary Phoenix Wright, in this collection of 3 games! This title features 16 episodes (including previously DLC-only episodes) and supports English, French, German, Japanese Korean, and Traditional and Simplified Chinese.",0.1909563091964559,1,"100,000 .. 200,000"
430410,Memoranda,14.99,False,False,False,"Jan 25, 2017",Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Family Sharing,159,0,0.0,True,True,True,1,11,Bit Byterz,Digital Dragon,Memoranda is a 2D point and click adventure game inspired by author Haruki Murakami’s surreal short stories.The game tells the story of a young lady who gradually realizes that she is forgetting her own name. But is she really losing her memory?,0.54375,0,"20,000 .. 50,000"
37700,Darkest of Days,0.0,False,False,False,"Feb 8, 2010",Action,Single-player;Partial Controller Support;Family Sharing,324,0,0.0,True,False,False,6,0,8monkey Labs,,"Have you ever wondered what could happen if time travel was a reality? Have you ever thought about the possibility of going back in time to rewrite history for the better? That possibility is a reality in Darkest of Days, where players will travel back and forth through the annals of time to relive some of mankind's most dire hours.",0.4707692307692307,0,"20,000 .. 50,000"
